,Address,Name,City State ZIP,ZIP,Number of Sites,Url,ZIP_str,FULL Address,latitude,longitude
298,"1995 South Schuyler Avenue,",Kankakee Estates,"Kankakee, IL",60901.0,168,https://www.mhvillage.com/parks/10704,60901.0,"1995 South Schuyler Avenue,Kankakee, IL60901.0",,
299,"1A Parktown Drive,",Park Towne West Mobile Home Park,"Granite City, IL",62040.0,Not found,https://www.mhvillage.com/parks/10972,62040.0,"1A Parktown Drive,Granite City, IL62040.0",,
300,"2 Mahoning Avenue,",Youngstown Estates,"Rantoul, IL",61866.0,Not found,https://www.mhvillage.com/parks/10220,61866.0,"2 Mahoning Avenue,Rantoul, IL61866.0",,
301,"20 Pattie Dr,",Lake Bluff Mobile Home Park,"Oakwood, IL",61858.0,123,https://www.mhvillage.com/parks/11497,61858.0,"20 Pattie Dr,Oakwood, IL61858.0",,
302,"200 East Patrick Street,",Williams Trailer Court,"Marion, IL",62959.0,80,https://www.mhvillage.com/parks/11613,62959.0,"200 East Patrick Street,Marion, IL62959.0",,
303,"200 Franklin Drive,",Sunny Acres,"Manteno, IL",60950.0,189,https://www.mhvillage.com/parks/10478,60950.0,"200 Franklin Drive,Manteno, IL60950.0",,
304,"200 Lincoln St,",Gaslight Mobile Home Park,"Red Bud, IL",62278.0,Not found,https://www.mhvillage.com/parks/57728,62278.0,"200 Lincoln St,Red Bud, IL62278.0",,
305,"200 N 45th St,",Daland Court,"Alorton, IL",62207.0,Not found,https://www.mhvillage.com/parks/58128,62207.0,"200 N 45th St,Alorton, IL62207.0",,
306,"200 North Pine Stret,",Richwood Manor,"Pana, IL",62557.0,70,https://www.mhvillage.com/parks/10272,62557.0,"200 North Pine Stret,Pana, IL62557.0",,
307,"200 Paradise Acres Road,",The Orchards,"Carterville, IL",62918.0,Not found,https://www.mhvillage.com/parks/11595,62918.0,"200 Paradise Acres Road,Carterville, IL62918.0",,
308,"200 S Granger St # 221,",Evergreen Park,"Harrisburg, IL",62946.0,Not found,https://www.mhvillage.com/parks/57870,62946.0,"200 S Granger St # 221,Harrisburg, IL62946.0",,
309,"200 West Street,",Maple Creek,"Woodson, IL",62695.0,33,https://www.mhvillage.com/parks/111136,62695.0,"200 West Street,Woodson, IL62695.0",,
310,"2004 Village Ln,",Marion Mobile Home Village,"Marion, IL",62959.0,150,https://www.mhvillage.com/parks/11608,62959.0,"2004 Village Ln,Marion, IL62959.0",,
311,"2005 West 139th Street,",AAA Mobile Home Park,"Blue Island, IL",60406.0,105,https://www.mhvillage.com/parks/10342,60406.0,"2005 West 139th Street,Blue Island, IL60406.0",,
312,"201 Art St,",Sunset Mobile Home Park,"Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/57966,62234.0,"201 Art St,Collinsville, IL62234.0",,
313,"202 Apple Tree Drive,","Woods Edge MHC, LLC","Urbana, IL",61802.0,170,https://www.mhvillage.com/parks/10265,61802.0,"202 Apple Tree Drive,Urbana, IL61802.0",,
314,"202 E Brown St,",Knapps Trailer Park,"Pinckneyville, IL",62274.0,Not found,https://www.mhvillage.com/parks/57752,62274.0,"202 E Brown St,Pinckneyville, IL62274.0",,
315,"2025 Dolton Road,",River Oaks Mobile Estates,"Calumet City, IL",60409.0,301,https://www.mhvillage.com/parks/10352,60409.0,"2025 Dolton Road,Calumet City, IL60409.0",,
316,"20355 State Highway 3,",Sunny Hill,"Grafton, IL",62037.0,Not found,https://www.mhvillage.com/parks/57888,62037.0,"20355 State Highway 3,Grafton, IL62037.0",,
317,"204 East Hegeler Lane,",Shelby Mobile Home Park,"Danville, IL",61832.0,Not found,https://www.mhvillage.com/parks/11469,61832.0,"204 East Hegeler Lane,Danville, IL61832.0",,
318,"2044 West Galena Avenue,",West Town Mobile Home Park,"Freeport, IL",61032.0,55,https://www.mhvillage.com/parks/11431,61032.0,"2044 West Galena Avenue,Freeport, IL61032.0",,
319,"205 N Ave I,",Five Sisters Trailer Park,"Canton, IL",61520.0,Not found,https://www.mhvillage.com/parks/10527,61520.0,"205 N Ave I,Canton, IL61520.0",,
320,"205 S Elm St,",R&S Rentals,"Loda, IL",60948.0,Not found,https://www.mhvillage.com/parks/106982,60948.0,"205 S Elm St,Loda, IL60948.0",,
321,"207 W Elm St,",Dehm Court,"Chatsworth, IL",60921.0,Not found,https://www.mhvillage.com/parks/107038,60921.0,"207 W Elm St,Chatsworth, IL60921.0",,
322,"208 E Green St,",Central City Mobile Home Park,"Central City, IL",62801.0,Not found,https://www.mhvillage.com/parks/106684,62801.0,"208 E Green St,Central City, IL62801.0",,
323,"208 E Pease St,",Coomer's Mobile Home Park,"Heyworth, IL",61745.0,Not found,https://www.mhvillage.com/parks/107246,61745.0,"208 E Pease St,Heyworth, IL61745.0",,
324,"208 N Apple Blossom,",Four Seasons,"Peoria, IL",61604.0,215,https://www.mhvillage.com/parks/11146,61604.0,"208 N Apple Blossom,Peoria, IL61604.0",,
325,"208 Patterson Road,",Sullivan MHP South,"Sullivan, IL",61951.0,66,https://www.mhvillage.com/parks/103917,61951.0,"208 Patterson Road,Sullivan, IL61951.0",,
326,"208 W Vine St,",Marcum's Trailer Court,"Leroy, IL",61752.0,29,https://www.mhvillage.com/parks/105360,61752.0,"208 W Vine St,Leroy, IL61752.0",,
327,"208 West Vine Street,",Marcums Trailer Court,"Le Roy, IL",61752.0,Not found,https://www.mhvillage.com/parks/11073,61752.0,"208 West Vine Street,Le Roy, IL61752.0",,
328,"2090 Keokuk Street,",Rivercross Manufactured Home Community,"Hamilton, IL",62341.0,83,https://www.mhvillage.com/parks/10566,62341.0,"2090 Keokuk Street,Hamilton, IL62341.0",,
329,"21 Roberta Dr,",Bethel Terrace Mh Park,"Caseyville, IL",62232.0,Not found,https://www.mhvillage.com/parks/11341,62232.0,"21 Roberta Dr,Caseyville, IL62232.0",,
330,"210 Cooper Avenue,",Fairfax Mobile Home Park,"East Alton, IL",62024.0,Not found,https://www.mhvillage.com/parks/10948,62024.0,"210 Cooper Avenue,East Alton, IL62024.0",,
331,"2109 N Abbey Circle,",Royal Oaks Estates,"Peoria, IL",61604.0,585,https://www.mhvillage.com/parks/11149,61604.0,"2109 N Abbey Circle,Peoria, IL61604.0",,
332,"2114 Windsor Road,",Maple Leaf Mobile Home Park,"Loves Park, IL",61111.0,Not found,https://www.mhvillage.com/parks/11618,61111.0,"2114 Windsor Road,Loves Park, IL61111.0",,
333,"2115 College Avenue,",Rockspring Mobile Home Park,"Alton, IL",62002.0,Not found,https://www.mhvillage.com/parks/10925,62002.0,"2115 College Avenue,Alton, IL62002.0",,
334,"21191 Torrence Avenue,",Weatherstone Lakes,"Sauk Village, IL",60411.0,105,https://www.mhvillage.com/parks/37881,60411.0,"21191 Torrence Avenue,Sauk Village, IL60411.0",,
335,"212 Anker Lane,",Tuckaway Village,"Germantown Hills, IL",61548.0,107,https://www.mhvillage.com/parks/30090,61548.0,"212 Anker Lane,Germantown Hills, IL61548.0",,
336,"213 North Skokie Highway,",Ravinia Lake Bluff,"Lake Bluff, IL",60044.0,63,https://www.mhvillage.com/parks/10801,60044.0,"213 North Skokie Highway,Lake Bluff, IL60044.0",,
337,"2135 Swing Boulevard,",Swing's Mobile Estates,"Galesburg, IL",61401.0,Not found,https://www.mhvillage.com/parks/10733,61401.0,"2135 Swing Boulevard,Galesburg, IL61401.0",,
338,"2137 Westmore Drive,",Maple Acres Mobile Home Park,"Princeton, IL",61356.0,99,https://www.mhvillage.com/parks/10177,61356.0,"2137 Westmore Drive,Princeton, IL61356.0",,
339,"214 Warren Rd,",Pleasant Valley,"Carbondale, IL",62901.0,Not found,https://www.mhvillage.com/parks/58044,62901.0,"214 Warren Rd,Carbondale, IL62901.0",,
340,"215 Locust St,",Carthage Mobile Home Park,"Carthage, IL",62321.0,Not found,https://www.mhvillage.com/parks/10561,62321.0,"215 Locust St,Carthage, IL62321.0",,
341,"216 West Woodcrest Drive,",Westwood Mobile Home Park,"Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/10941,62234.0,"216 West Woodcrest Drive,Collinsville, IL62234.0",,
342,"21635 Ridgeland Avenue,",Maple Brook,"Matteson, IL",60443.0,440,https://www.mhvillage.com/parks/10401,60443.0,"21635 Ridgeland Avenue,Matteson, IL60443.0",,
343,"217 N Stanton St,",Northwest Mh Park,"Princeville, IL",61559.0,Not found,https://www.mhvillage.com/parks/57738,61559.0,"217 N Stanton St,Princeville, IL61559.0",,
344,"21700 Timber Ridge Road,",Timber Ridge Park LLC,"Matteson, IL",60443.0,773,https://www.mhvillage.com/parks/10402,60443.0,"21700 Timber Ridge Road,Matteson, IL60443.0",,
345,"218 School Road,",Oak Park Estates,"Granville, IL",61326.0,150,https://www.mhvillage.com/parks/11171,61326.0,"218 School Road,Granville, IL61326.0",,
346,"220 Marion St,",Cooper Trailer Court,"Warsaw, IL",62379.0,Not found,https://www.mhvillage.com/parks/57637,62379.0,"220 Marion St,Warsaw, IL62379.0",,
347,"2200 East University Avenue,",Woodland Acres,"Urbana, IL",61802.0,93,https://www.mhvillage.com/parks/31959,61802.0,"2200 East University Avenue,Urbana, IL61802.0",,
348,"2205 W Fillmore St,",Beckman Mobile Home Court,"Vandalia, IL",62471.0,Not found,https://www.mhvillage.com/parks/57653,62471.0,"2205 W Fillmore St,Vandalia, IL62471.0",,
349,"2211 North Illinois Street,",Country Meadows Manufactured Home Community & RV,"Swansea, IL",62226.0,231,https://www.mhvillage.com/parks/11312,62226.0,"2211 North Illinois Street,Swansea, IL62226.0",,
350,"2234 Dormaru Drive,",New Athens Mobile Home Park,"New Athens, IL",62264.0,82,https://www.mhvillage.com/parks/11409,62264.0,"2234 Dormaru Drive,New Athens, IL62264.0",,
351,"22500 S Remington Dr,",Remington Woods,"Channahon, IL",60410.0,175,https://www.mhvillage.com/parks/42386,60410.0,"22500 S Remington Dr,Channahon, IL60410.0",,
352,"226 Townline Ave Lot 3B,",Cordial Court Mobile Home Park,"South Beloit, IL",61080.0,40,https://www.mhvillage.com/parks/11644,61080.0,"226 Townline Ave Lot 3B,South Beloit, IL61080.0",,
353,"226 Virginia St,",Moores Mobile Home Park,"East Alton, IL",62024.0,Not found,https://www.mhvillage.com/parks/10950,62024.0,"226 Virginia St,East Alton, IL62024.0",,
354,"22747 Miller Lake Rd.,",Tri Lake Mobile Home Park,"Jerseyville, IL",62052.0,42,https://www.mhvillage.com/parks/10664,62052.0,"22747 Miller Lake Rd.,Jerseyville, IL62052.0",,
355,"2284 W. Galena Ave.,",Woodridge Estates Manufactured Housing Community,"Freeport, IL",61032.0,215,https://www.mhvillage.com/parks/11432,61032.0,"2284 W. Galena Ave.,Freeport, IL61032.0",,
356,"22900 South Big Run Drive,",Gateway Manufactured Home Community,"Frankfort, IL",60423.0,442,https://www.mhvillage.com/parks/29546,60423.0,"22900 South Big Run Drive,Frankfort, IL60423.0",,
357,"23 Sistek Road,",Bookwalter Woods,"Gardner, IL",60424.0,167,https://www.mhvillage.com/parks/10551,60424.0,"23 Sistek Road,Gardner, IL60424.0",,
358,"2300 79th Avenue West,","COCR Castle MHP, LLC Rock Island","Rock Island, IL",61201.0,129,https://www.mhvillage.com/parks/11227,61201.0,"2300 79th Avenue West,Rock Island, IL61201.0",,
359,"2300 East Oakton Street,",Willoway Terrace,"Arlington Heights, IL",60005.0,339,https://www.mhvillage.com/parks/11670,60005.0,"2300 East Oakton Street,Arlington Heights, IL60005.0",,
360,"2301 South Illinois Avenue,",Roxanne Mobile Home Park,"Carbondale, IL",62901.0,Not found,https://www.mhvillage.com/parks/10627,62901.0,"2301 South Illinois Avenue,Carbondale, IL62901.0",,
361,"231 South Court231 South Court St #12,",Rend Lake Mobile Home Park,"Benton, IL",62812.0,52,https://www.mhvillage.com/parks/10518,62812.0,"231 South Court231 South Court St #12,Benton, IL62812.0",,
362,"2317 Springfield Road,",Twin City Estates,"Bloomington, IL",61701.0,Not found,https://www.mhvillage.com/parks/31781,61701.0,"2317 Springfield Road,Bloomington, IL61701.0",,
363,"235 North Rock Island Stret,",Hilltop Mobile Home Court,"Bureau, IL",61315.0,Not found,https://www.mhvillage.com/parks/10172,61315.0,"235 North Rock Island Stret,Bureau, IL61315.0",,
364,"236 Fischer Road,",Northgate Estates,"South Beloit, IL",61080.0,Not found,https://www.mhvillage.com/parks/11645,61080.0,"236 Fischer Road,South Beloit, IL61080.0",,
365,"2380 County Road 3100 N,",Camelot Estates,"Gifford, IL",61847.0,11,https://www.mhvillage.com/parks/57893,61847.0,"2380 County Road 3100 N,Gifford, IL61847.0",,
